season,game_id,l2m_events,incorrect_events,mean_sori,max_sori,top_decile_event_sori
2022-23,0022200825,31,2,0.04953482846422759,0.1617011999680107,0.07525823673198535
2019-20,0021900250,22,2,0.048954682155490835,0.1617011999680107,0.061022729365712035
2020-21,0022000063,25,0,0.04829897503904012,0.1617011999680107,0.060774697278544676
2019-20,0021900842,25,0,0.046924106153715346,0.1617011999680107,0.060774697278544676
2022-23,0022200859,14,2,0.07657227660596623,0.15858106051943338,0.15858106051943338
2020-21,0022000235,11,1,0.06809637747473199,0.15858106051943338,0.14456030192326297
2024-25,0022400251,16,3,0.0667754277736252,0.15858106051943338,0.14143214173546464
2024-25,0022400475,11,0,0.06637164698889221,0.15858106051943338,0.14456030192326297
2024-25,0022400733,19,0,0.06446255044730563,0.15858106051943338,0.10560173925831437
2024-25,0022400248,14,1,0.06257491644608283,0.15858106051943338,0.12326055729839035
2020-21,0022000706,11,0,0.060961107637008904,0.15858106051943338,0.06110540672810116
2021-22,0022100013,10,3,0.06080867261602246,0.15858106051943338,0.07085297210723435
2018-19,0021801098,14,0,0.06010468374165669,0.15858106051943338,0.08025017268282092
2020-21,0022001074,12,1,0.058518201994638724,0.15858106051943338,0.06110540672810116
2020-21,0022001003,13,0,0.05812702634190088,0.15858106051943338,0.09200036025217449
2020-21,0022000049,24,2,0.05712790639406313,0.15858106051943338,0.09228998229088949
2022-23,0022200676,17,1,0.05655370042469213,0.15858106051943338,0.09959960407029936
2022-23,0022200580,17,0,0.05652357516572795,0.15858106051943338,0.06110540672810116
2024-25,0022400974,20,0,0.05611423371952763,0.15858106051943338,0.06110540672810116
2022-23,0022201205,22,1,0.05551598003000142,0.15858106051943338,0.060278633104209944
2019-20,0021901282,18,2,0.054415906382346446,0.15858106051943338,0.08614187528664975
2021-22,0022100350,23,0,0.05418652084894459,0.15858106051943338,0.07446142621157864
2021-22,0022100180,11,1,0.05415594667548602,0.15858106051943338,0.06110540672810116
2019-20,0021900465,16,1,0.053456926590036195,0.15858106051943338,0.07446142621157864
2021-22,0022100448,25,0,0.05314565435597815,0.15858106051943338,0.06110540672810116
2020-21,0022000332,15,1,0.05295690189848184,0.15858106051943338,0.06110540672810116
2021-22,0022101070,25,0,0.052518468239190055,0.15858106051943338,0.06110540672810116
